anime_id,mal_id,title,english_title,user_preferred_title,cover_image_large
180367,59597.0,Witch Watch,WITCH WATCH,Witch Watch,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180367-GlRuB2lG7Kaa.jpg
183161,60146.0,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",The Beginning After the End,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx183161-5M054tuPmZJX.jpg
179955,59452.0,"Katainaka no Ossan, Kensei ni Naru",From Old Country Bumpkin to Master Swordsman,"Katainaka no Ossan, Kensei ni Naru",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179955-e4UPTow92B1O.jpg
185736,60593.0,Vigilante: Boku no Hero Academia ILLEGALS,My Hero Academia: Vigilantes,Vigilante: Boku no Hero Academia ILLEGALS,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185736-Ci6AiGwjKKtp.jpg
175872,58359.0,"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru",The Brilliant Healer's New Life in the Shadows,"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx175872-d55nfiC4WWHO.jpg
182814,60083.0,Kowloon Generic Romance,KOWLOON GENERIC ROMANCE,Kowloon Generic Romance,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx182814-UTKRUUm7Jah5.jpg
153554,52709.0,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",Can a Boy-Girl Friendship Survive?,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx153554-hHYe9aV6Gvlv.jpg
143598,49778.0,Kijin Gentoushou,Sword of the Demon Hunter: Kijin Gentosho,Kijin Gentoushou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx143598-FCvAhQJLllSP.png
179965,59457.0,"Haite Kudasai, Takamine-san","Please Put Them On, Takamine-san","Haite Kudasai, Takamine-san",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179965-EwqzG3xSyxwc.jpg
174802,58131.0,Shiunji-ke no Kodomotachi,The Shiunji Family Children,Shiunji-ke no Kodomotachi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx174802-ILahIZlNWN3R.jpg
143337,50738.0,"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni",I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita: Sono ni",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx143337-2uPE0ywVcz9X.jpg
180516,59636.0,Uma Musume: Cinderella Gray,Umamusume: Cinderella Gray,Uma Musume: Cinderella Gray,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180516-xbd4Zpx6t6G6.png
183133,60140.0,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",The Unaware Atelier Meister,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx183133-SSeg5j1UrMDG.png
181244,59833.0,Kono Subarashii Sekai ni Shukufuku wo! 3: BONUS STAGE,KONOSUBA -God's Blessing on This Wonderful World! 3 -BONUS STAGE-,Kono Subarashii Sekai ni Shukufuku wo! 3: BONUS STAGE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx181244-ICHU0FzIhEAY.jpg
179694,59360.0,Rock wa Lady no Tashinami Deshite,Rock is a Lady’s Modesty,Rock wa Lady no Tashinami Deshite,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179694-7zhc0T6IImor.jpg
183274,60154.0,Ore wa Seikan Kokka no Akutoku Ryoushu! ,I'm the Evil Lord of an Intergalactic Empire!,Ore wa Seikan Kokka no Akutoku Ryoushu! ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx183274-zqrwevS4PBJF.jpg
180675,59675.0,Apocalypse Hotel,Apocalypse Hotel,Apocalypse Hotel,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180675-YEwsxiMsnyvL.png
143200,50694.0,Summer Pockets,Summer Pockets,Summer Pockets,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx143200-42OaDCS6VEy3.png
185213,60449.0,Kidou Senshi Gundam GQuuuuuuX,Mobile Suit Gundam GQuuuuuuX,Kidou Senshi Gundam GQuuuuuuX,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185213-RKQN0qxKlqd6.jpg
179979,59466.0,Aharen-san wa Hakarenai Season 2,Aharen-san wa Hakarenai Season 2,Aharen-san wa Hakarenai Season 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179979-OiIKSkhJRmvo.jpg
178781,59189.0,Sentai Daishikkaku 2nd Season,Go! Go! Loser Ranger! Season 2,Sentai Daishikkaku 2nd Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178781-pbk5FgfiAJxS.jpg
183275,60157.0,Kanpeki Sugite Kawai-ge ga Nai to Konyaku Haki Sareta Seijo wa Ringoku ni Urareru,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom,Kanpeki Sugite Kawai-ge ga Nai to Konyaku Haki Sareta Seijo wa Ringoku ni Urareru,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx183275-WtAo77sYDFW8.png
177120,58725.0,Ninja to Koroshiya no Futarigurashi,A Ninja and an Assassin Under One Roof,Ninja to Koroshiya no Futarigurashi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx177120-xRucIg2WDr77.png
179706,59369.0,Lycoris Recoil: Friends are thieves of time.,Lycoris Recoil -Friends are thieves of time.-,Lycoris Recoil: Friends are thieves of time.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179706-NvVrmMxnDatB.jpg
176246,58492.0,mono,mono,mono,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx176246-ndH8bKh7cmzf.jpg
178701,59169.0,Aru Majo ga Shinu Made,Once Upon a Witch's Death,Aru Majo ga Shinu Made,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178701-OA537qbje5AU.jpg
180829,59745.0,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita,Yandere Dark Elf: She Chased Me All the Way From Another World!,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180829-jHViG8fIkaIJ.jpg
150654,38903.0,MOONRISE,Moonrise,MOONRISE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx150654-pgima1BrY7N0.jpg
182060,59935.0,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,The Gorilla God’s Go-To Girl,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx182060-r0ihNqhiyvpT.jpg
181182,59828.0,Shoushimin Series 2nd Season,SHOSHIMIN: How to become Ordinary Season 2,Shoushimin Series 2nd Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx181182-lnlfAByYD7X6.png
181839,59897.0,Kobayashi-san Chi no Maidragon: Samishigariya no Ryuu,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,Kobayashi-san Chi no Maidragon: Samishigariya no Ryuu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx181839-pgM02tCNM2ae.png
185939,60658.0,Hibi wa Sugiredo Meshi Umashi,Food for the Soul,Hibi wa Sugiredo Meshi Umashi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185939-hqt1He153el8.jpg
177476,58812.0,Shin Samurai-den YAIBA,YAIBA: Samurai Legend,Shin Samurai-den YAIBA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx177476-kduwwEfxcZtU.jpg
181449,59848.0,Virgin Punk: Clockwork Girl,VIRGIN PUNK Clockwork Girl,Virgin Punk: Clockwork Girl,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx181449-OciICz3Pgl29.jpg
177509,58833.0,Kakushite! Makina-san!!,Kakushite! Makina-san!,Kakushite! Makina-san!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx177509-LzpyXGnjitvF.jpg
184639,60334.0,Anne Shirley,Anne Shirley,Anne Shirley,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184639-tmj8NbTroNeI.jpg
179054,59228.0,Kuroshitsuji: Midori no Majo-hen,Black Butler: Emerald Witch Arc,Kuroshitsuji: Midori no Majo-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179054-HmN0Za4T157B.jpg
167142,55995.0,Your Forma,YOUR FORMA,Your Forma,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx167142-dJwdHptpILkF.jpg
184279,60293.0,Ballpark de Tsukamaete!,Catch Me at the Ballpark!,Ballpark de Tsukamaete!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184279-dw02k4DPxwGz.png
192809,59654.0,Jujutsu Kaisen: Kaigyoku・Gyokusetsu,JUJUTSU KAISEN: Hidden Inventory / Premature Death – The Movie,Jujutsu Kaisen: Kaigyoku・Gyokusetsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx192809-wRlqABGsx2Qs.jpg
165445,55514.0,Zatsu Tabi: That's Journey,ZatsuTabi -That's Journey-,Zatsu Tabi: That's Journey,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx165445-R1KNjIrGFCcJ.jpg
176702,58614.0,Teogonia,Teogonia,Teogonia,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx176702-sD5AnHf8g4zi.jpg
184989,60377.0,Nazotoki wa Dinner no Ato de,The Dinner Table Detective,Nazotoki wa Dinner no Ato de,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184989-UaWWbrRn2vWV.jpg
178046,59070.0,GUILTY GEAR STRIVE: DUAL RULERS,GUILTY GEAR STRIVE: DUAL RULERS,GUILTY GEAR STRIVE: DUAL RULERS,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178046-4EeU8cC3WJOs.jpg
181078,59819.0,"Bye Bye, Earth Season 2","Bye Bye, Earth Season 2","Bye Bye, Earth Season 2",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx181078-4ooHGXSnDQL4.jpg
180825,59744.0,Maebashi Witches,Maebashi Witches,Maebashi Witches,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180825-trzjP1VDF19U.jpg
166527,55779.0,cocoon: Aru Natsu no Shoujo-tachi Yori,,cocoon: Aru Natsu no Shoujo-tachi Yori,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166527-7Co2vkxgVzT8.png
182419,60009.0,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Toiteshimau kara.,The Mononoke Lecture Logs of Chuzenji-sensei: He Just Solves All the Mysteries,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Toiteshimau kara.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx182419-6l9Cb3tNseZr.png
179541,59322.0,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,SHIROHIYO - Reincarnated as a Neglected Noble: Raising My Baby Brother With Memories From My Past Life,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179541-lZwENMAHZS9Y.jpg
185070,60401.0,Uchuujin MuuMuu,Me and the Alien MuMu,Uchuujin MuuMuu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185070-VKzUA4B9kmaX.jpg
178052,59078.0,Princess-Session Orchestra,,Princess-Session Orchestra,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178052-igWygf0ZG1gl.jpg
188668,61293.0,Koisuru ONE PIECE,,Koisuru ONE PIECE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188668-rOB7rkgOz89w.jpg
158287,53762.0,#Compass 2.0－Sentou Setsuri Kaiseki System,#COMPASS2.0 ANIMATION PROJECT,#Compass 2.0－Sentou Setsuri Kaiseki System,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx158287-4RDt0M820Ays.jpg
189513,,Sousou no Frieren: ●● no Mahou Part 2,,Sousou no Frieren: ●● no Mahou Part 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx189513-1R9Sryve0K53.png
187362,61146.0,Tamaranai no wa Koi nano ka,,Tamaranai no wa Koi nano ka,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx187362-Qz6YXMv0TcRJ.jpg
185584,60535.0,Everyday Host,,Everyday Host,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185584-a5oABU1uknYX.jpg
185212,60445.0,Meitantei Conan: Sekigan no Flashback,Detective Conan: One-Eyed Flashback,Meitantei Conan: Sekigan no Flashback,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185212-ejyh60F81l8n.jpg
166373,55727.0,MIRU: Watashi no Mirai,MIRU: Paths to My Future,MIRU: Watashi no Mirai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166373-97U2bjAxD3l7.jpg
186716,57093.0,Princess Principal: Crown Handler - Chapter 4,,Princess Principal: Crown Handler - Chapter 4,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186716-I873Q1vDa3Xt.jpg
186151,60651.0,Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),Yu-Gi-Oh! CARD GAME: THE CHRONICLES (2025),https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186151-oUFvXQXVBMMP.png
184762,60302.0,Natsume Yuujinchou Shichi Special,Natsume's Book of Friends Season 7 Special,Natsume Yuujinchou Shichi Special,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184762-d43MK74zcrPI.jpg
185084,60408.0,LUPIN THE IIIRD THE MOVIE: Fujimi no Ketsuzoku,LUPIN THE IIIRD: The Movie - The Immortal Bloodline,LUPIN THE IIIRD THE MOVIE: Fujimi no Ketsuzoku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185084-aY9Drgo6tDRA.jpg
191689,61579.0,Umayuru: Pretty Gray,,Umayuru: Pretty Gray,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx191689-GcPVOgZLgdMa.png
178825,59199.0,CLASSIC★STARS,Classic★Stars,CLASSIC★STARS,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178825-F4StA5BbfN9H.png
185646,60534.0,Koupen-chan,,Koupen-chan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185646-2eGmsnaSHiLC.jpg
177678,58888.0,Yatara Yarashii Fukami-kun,Unexpectedly Naughty Fukami,Yatara Yarashii Fukami-kun,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx177678-4ZRG0wXfjubO.jpg
191884,61616.0,LUPIN THE IIIRD: Zenigata to Futari no Lupin,LUPIN THE IIIRD: Zenigata and the Two Lupins,LUPIN THE IIIRD: Zenigata to Futari no Lupin,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx191884-FIfdkgrtn6A6.jpg
166371,55710.0,HANA-Doll*: Reinterpretation of Flowering,,HANA-Doll*: Reinterpretation of Flowering,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166371-9YKL41d3r9RS.jpg
186827,61232.0,Fuuki Iin to Fuuzoku Katsudou,,Fuuki Iin to Fuuzoku Katsudou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186827-B9FgO0n9G0IC.png
185071,60993.0,Moto Kare to wa Dekinakatta Sex Shite mo Ii Desu ka?,,Moto Kare to wa Dekinakatta Sex Shite mo Ii Desu ka?,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185071-lb95ZFqYyGut.png
178445,61599.0,Boku no Risou no Isekai Seikatsu,,Boku no Risou no Isekai Seikatsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx178445-Vx7wQLiwH664.png
166249,55709.0,Boku to Roboco Movie,Me & Roboco: The Movie,Boku to Roboco Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166249-GOWftJA89enZ.jpg
192810,,Juju Sanpo: Gekijouban,,Juju Sanpo: Gekijouban,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx192810-hQ9HxiiIXyfI.jpg
162682,54705.0,Kaitou Queen no Yuuga na Vacances,,Kaitou Queen no Yuuga na Vacances,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx162682-HxgVCRRBRykN.jpg
186058,60980.0,Kuro Gal A La Carte,,Kuro Gal A La Carte,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186058-knK1uJxYFkVy.png
189832,61410.0,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita Mini Anime Gekijou,,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita Mini Anime Gekijou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx189832-ef4szjfj2BFb.png
191491,61627.0,Tonari no Kanojo,,Tonari no Kanojo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx191491-MMcTCb01bWb6.png
184470,61092.0,Himitsu no AiPri: Ring-hen,,Himitsu no AiPri: Ring-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184470-m2izEvBeO49C.jpg
172393,57622.0,Uta no☆Prince-sama♪ TABOO NIGHT XXXX,,Uta no☆Prince-sama♪ TABOO NIGHT XXXX,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx172393-8dwjbJYYGi9W.jpg
187998,61206.0,Oideyo Mahou Shoujo-mura (Fuhou Senkyo),,Oideyo Mahou Shoujo-mura (Fuhou Senkyo),https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx187998-eWArrPyKvfw8.jpg
191492,61628.0,Yogoreta Kanojo,,Yogoreta Kanojo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx191492-EgmRSCxwLYSq.png
188394,61272.0,PetitCure: Precure Fairies,,PetitCure: Precure Fairies,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188394-4oTa98gvtw8R.jpg
185166,61166.0,"Akogare no Onna Joushi ga, Aibeya Shucchou no Tonari no Bed de Zetsurin Otoko ni Netorarete Iru",,"Akogare no Onna Joushi ga, Aibeya Shucchou no Tonari no Bed de Zetsurin Otoko ni Netorarete Iru",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185166-nRoGrSNTd13z.png
185778,60200.0,Terra Live,U Takes Terra,Terra Live,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185778-Zl01zbfShlCc.jpg
168810,,Kemonokko Tsuushin: The Animation - Tanukiko Pokora,,Kemonokko Tsuushin: The Animation - Tanukiko Pokora,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx168810-IGaHgsIHbFvi.png
194879,61108.0,Mumei no Jinsei,,Mumei no Jinsei,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b194879-Vpu1bN1PuYcJ.jpg
186522,60506.0,Araiguma Calcal-dan,,Araiguma Calcal-dan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186522-DtPbWQQyirEf.png
187404,61538.0,Asa made Shirudaku Oyakodon!!,,Asa made Shirudaku Oyakodon!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx187404-uRgR6RFKWlcZ.png
186308,61165.0,Amai Ijiwaru,,Amai Ijiwaru,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186308-REUfR4DxBB18.png
185259,60446.0,Masuda Kousuke Gekijou Gag Manga Biyori GO,Gag Manga Biyori GO,Masuda Kousuke Gekijou Gag Manga Biyori GO,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185259-h5AnqAcoKH6d.jpg
188933,61539.0,Princess Burst!: Kiken-bi no Tanetsuke Haramase Shuuchi Battle!,,Princess Burst!: Kiken-bi no Tanetsuke Haramase Shuuchi Battle!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188933-akAyf4m11e0y.png
194706,61865.0,Bousei no Volicia Dai Ni Shou: Gunjou,,Bousei no Volicia Dai Ni Shou: Gunjou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx194706-MJ5gea97481Z.jpg
186307,60857.0,Notto Sexaroid Eurie!,,Notto Sexaroid Eurie!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186307-gFvI6OyQpql0.png
193413,61273.0,Tsurezure PoPiPa,,Tsurezure PoPiPa,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx193413-OPcwqduN7GMJ.png
184289,60070.0,Kaijuu Sekai Seifuku,,Kaijuu Sekai Seifuku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184289-v85FJN0O4S1j.jpg
185716,60595.0,Hyakushou Kizoku 2nd Season OVA,,Hyakushou Kizoku 2nd Season OVA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185716-LYQR7AFNEC0m.jpg
189891,61411.0,Kanchigai no Atelier Meister Mini Anime,,Kanchigai no Atelier Meister Mini Anime,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx189891-UvNQzMMStf94.png
186313,60947.0,Nmeneko,,Nmeneko,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186313-29gCf3CWJu1n.jpg
187304,61164.0,Inshoku-Ou Demar,,Inshoku-Ou Demar,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx187304-CwTKRUiG6kRd.png
186935,61077.0,Dragon Heart: Reikai Tanbouki,,Dragon Heart: Reikai Tanbouki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186935-WPDw5KNiCSGb.png
191370,56640.0,JUNK WORLD,,JUNK WORLD,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx191370-w0h51nHzJ1Qo.png
206349,61876.0,Maomao no Hitorigoto: USJ wo Chousa Seyo!,,Maomao no Hitorigoto: USJ wo Chousa Seyo!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx206349-RzDGDKhWPiMN.png
189892,61331.0,Petit Forma: Denpa Kyoku Nisshi,YOUR FORMA: Mini-Anime,Petit Forma: Denpa Kyoku Nisshi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx189892-ZFli3O2ZX5wS.png
194889,62873.0,Aikatsu! Memorial Stage: Kagayaki no Unit Cup,,Aikatsu! Memorial Stage: Kagayaki no Unit Cup,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx194889-OtxR64ftu3R3.png
177633,58908.0,MUZIK TIGER In the Forest,,MUZIK TIGER In the Forest,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx177633-LY9wFxN1TRF6.png
188131,61238.0,Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku ,,Chikuwa Senki: Ore no Kawaii de Chikyuu Shinryaku ,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188131-99m0d0jIBAUg.png
188239,61258.0,Transformers: Wild King,,Transformers: Wild King,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188239-ktV7LXrb8yHH.png
185718,60596.0,Sai-Kyo-Oh! Zukan: The Ultimate Tournament,,Sai-Kyo-Oh! Zukan: The Ultimate Tournament,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185718-luZZKvM7pOZ2.png
188884,61300.0,Sumikko Gurashi: Koko ga Ochitsukun Desu,,Sumikko Gurashi: Koko ga Ochitsukun Desu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188884-pmEMLEcpTovv.png
185715,60612.0,SHIBUYA♡HACHI Part 3,,SHIBUYA♡HACHI Part 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185715-S5OtxSJTo5k1.png
193242,61491.0,Chibizenji-sensei Inokori Kougiroku,,Chibizenji-sensei Inokori Kougiroku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx193242-0pIv8EQ3ijOA.png
180124,61198.0,Tabekko Doubutsu THE MOVIE,Dream Animals THE MOVIE,Tabekko Doubutsu THE MOVIE,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b180124-Yqk9d9iKiYwo.png
185645,58631.0,Oshiri Tantei 9,,Oshiri Tantei 9,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185645-oURiWI3bVWgq.png
184182,60280.0,Zenryoku Usagi Season 2,,Zenryoku Usagi Season 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx184182-1VaS86GSiMOE.png
186542,60962.0,Soreike! Anpanman: Chapon no Hero!,,Soreike! Anpanman: Chapon no Hero!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx186542-m9q64FHGRQXs.png
189602,61363.0,YouTuNya 3,,YouTuNya 3,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx189602-LVMPUosYYjAW.png
188661,61279.0,Go! Go! Vehicle Zoo: Norimono Star-hen,,Go! Go! Vehicle Zoo: Norimono Star-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx188661-I48XaB1Bvkju.png
200639,,Q,,Q,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx200639-AxI6hMu80so5.png
189716,61379.0,Yurukawa Mell-chan,,Yurukawa Mell-chan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b189716-6r2f88YG3XNP.png
199371,,Shinya Ramen no Yuuwaku: SUNTORY Karada wo Omou All-Free CM,,Shinya Ramen no Yuuwaku: SUNTORY Karada wo Omou All-Free CM,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx199371-gxvEDjfgJQQS.png
193613,62108.0,Synapusyu THE MOVIE: Pushu Hoppe Dancing PARTY,,Synapusyu THE MOVIE: Pushu Hoppe Dancing PARTY,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx193613-appYSBxXrbXL.png
205601,61162.0,Chinpui: Eri-sama no Good Luck,,Chinpui: Eri-sama no Good Luck,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx205601-mckK4XIcwHlt.jpg
204496,,Liella Taiga Drama Gyarabou: Heanna Eika no Yume Hanashi,,Liella Taiga Drama Gyarabou: Heanna Eika no Yume Hanashi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx204496-iwcjjOOjs3r6.png
204474,,Gavvtto Anime! Sweety Days: Okashi na Nichijou,,Gavvtto Anime! Sweety Days: Okashi na Nichijou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx204474-NfZorDxwxeXK.png
